ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2005-02-09,354.16872209235135,424.2581910289185,651.6704374997626,354.16872209235135,354.16872209235135,181.26202586125024,181.26202586125024,181.26202586125024,195.02782646400001,195.02782646400001,195.02782646400001,2.1332495059546988,2.1332495059546988,2.1332495059546988,-15.899050108704483,-15.899050108704483,-15.899050108704483,0.0,0.0,0.0,535.4307479536016
2005-02-10,354.11193209061673,414.6248421246039,641.7195346138374,354.11193209061673,354.11193209061673,180.23496361525702,180.23496361525702,180.23496361525702,195.02782646400001,195.02782646400001,195.02782646400001,0.44349380334415855,0.44349380334415855,0.44349380334415855,-15.236356652087151,-15.236356652087151,-15.236356652087151,0.0,0.0,0.0,534.3468957058737
2005-02-11,354.0551420888821,427.2900497609251,646.0013894953217,354.0551420888821,354.0551420888821,182.14092330804598,182.14092330804598,182.14092330804598,195.02782646400001,195.02782646400001,195.02782646400001,1.5105371964737364,1.5105371964737364,1.5105371964737364,-14.39744035242776,-14.39744035242776,-14.39744035242776,0.0,0.0,0.0,536.1960653969281
2005-02-12,353.99835208714757,417.48761402957075,646.46902934231,353.99835208714757,353.99835208714757,183.05900212988266,183.05900212988266,183.05900212988266,195.02782646400001,195.02782646400001,195.02782646400001,1.4397535219799786,1.4397535219799786,1.4397535219799786,-13.408577856097313,-13.408577856097313,-13.408577856097313,0.0,0.0,0.0,537.0573542170303
2005-03-01,353.0329220576597,423.9208637408548,641.1291792464417,353.0329220576597,353.0329220576597,182.74316743543648,182.74316743543648,182.74316743543648,195.02782646400001,195.02782646400001,195.02782646400001,-8.036205421670887,-8.036205421670887,-8.036205421670887,-4.248453606892632,-4.248453606892632,-4.248453606892632,0.0,0.0,0.0,535.7760894930962
2005-03-02,352.9761320559251,432.89728317181493,651.7681039654448,352.9761320559251,352.9761320559251,191.92663803832613,191.92663803832613,191.92663803832613,195.02782646400001,195.02782646400001,195.02782646400001,2.133249505966565,2.133249505966565,2.133249505966565,-5.234437931640439,-5.234437931640439,-5.234437931640439,0.0,0.0,0.0,544.9027700942513
2005-03-03,352.9193420541905,421.9039602811708,649.6140272535346,352.9193420541905,352.9193420541905,189.11377399490118,189.11377399490118,189.11377399490118,195.02782646400001,195.02782646400001,195.02782646400001,0.4434938033683301,0.4434938033683301,0.4434938033683301,-6.357546272467168,-6.357546272467168,-6.357546272467168,0.0,0.0,0.0,542.0331160490916
2005-03-04,352.86255205245595,429.3840390071538,653.7168995613837,352.86255205245595,352.86255205245595,188.9503204668027,188.9503204668027,188.9503204668027,195.02782646400001,195.02782646400001,195.02782646400001,1.5105371964884649,1.5105371964884649,1.5105371964884649,-7.588043193685754,-7.588043193685754,-7.588043193685754,0.0,0.0,0.0,541.8128725192587
2005-03-05,352.8057620507214,426.19634804091385,656.2673205584538,352.8057620507214,352.8057620507214,187.5741792249633,187.5741792249633,187.5741792249633,195.02782646400001,195.02782646400001,195.02782646400001,1.4397535220030988,1.4397535220030988,1.4397535220030988,-8.89340076103983,-8.89340076103983,-8.89340076103983,0.0,0.0,0.0,540.3799412756847
2005-03-06,352.7489720489868,424.090882820717,641.9188062155885,352.7489720489868,352.7489720489868,178.42318428257758,178.42318428257758,178.42318428257758,195.02782646400001,195.02782646400001,195.02782646400001,-6.365411841280525,-6.365411841280525,-6.365411841280525,-10.239230340141907,-10.239230340141907,-10.239230340141907,0.0,0.0,0.0,531.1721563315643
2005-03-07,352.6921820472522,431.2742614109537,659.520728725898,352.6921820472522,352.6921820472522,192.31214835945508,192.31214835945508,192.31214835945508,195.02782646400001,195.02782646400001,195.02782646400001,8.874583235170059,8.874583235170059,8.874583235170059,-11.590261339715013,-11.590261339715013,-11.590261339715013,0.0,0.0,0.0,545.0043304067073
2005-03-08,352.6353920455176,411.3582458643745,640.3435281551783,352.6353920455176,352.6353920455176,174.08028205195916,174.08028205195916,174.08028205195916,195.02782646400001,195.02782646400001,195.02782646400001,-8.036205421670369,-8.036205421670369,-8.036205421670369,-12.911338990370451,-12.911338990370451,-12.911338990370451,0.0,0.0,0.0,526.7156740974767
2005-03-09,352.578602043783,417.49183198317695,645.7950682964323,352.578602043783,352.578602043783,182.99266310279978,182.99266310279978,182.99266310279978,195.02782646400001,195.02782646400001,195.02782646400001,2.133249505961056,2.133249505961056,2.133249505961056,-14.168412867161274,-14.168412867161274,-14.168412867161274,0.0,0.0,0.0,535.5712651465828
